Sentiment,Tweet
1,I prefer #MotuPatlu's rule in #Delhi than @BJPDelhiState which is totally shattered after the entry of #Police #queen #KiranBedi #kabardar
1,"RT @MissionBJP4UP: ""@DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner""
 #AbkiBaarBediSarkaar"
1,I go with @BeingSalmanKhan My vote for #BJP #KiranBedi OfCourse. Complete #Bollywood with #Modi #SalmanKhan #Delhi http://t.co/VCgZJxXKUh
-1,#KiranBedi had said rape a small incident compared 2 corruption. Later joins a corrupt party &amp; promises women security. Funny #ThisTimeAAP
1,"#DelhiPolls: #KiranBedi tweets her priorities for #Delhi, stresses on women's safety and inclusive development"
-1,"Remember........................No excuses, no sympathy for #KiranBedi in #DelhiElections"
1,#INDIA is expiring on 7th Feb - #ArvindKejriwal is the only hope! #DelhiElections #NarendraModi #AK49 #KiranBedi     https://t.co/v029zqA4X7
-1,"#DelhiElections 
#AamAadmiKiSarkaar bnogi ?????

kaun jitoga #ArvindKejriwal  ja #KiranBedi"
-1,@Bruhannale @A_For_Anup #bjp ne abhi kuch nahi kiya.. to tab koi poochne wala bhi nahi hoga aur #kiranbedi ka gag order dekha! #ThisTimeAAP
-1,Seriously mind fucked by the number of #AAP &amp; #KiranBedi tweets flooding the TL. Arghhhhhhh!
-1,By her own admission she is an opportunist......#KiranBedi .#DelhiElections
-1,too man cooks spoil the broth same is happening with bjp no agenda only giving false speech #5SaalKejriwal #KiranBedi
-1,"#KiranBedi will be the first ""politician"" to become a CM in less than 30 days of becoming a politician. May be ????"
1,"RT @DailyO_: Why #KiranBedi is possibly the best thing to ever happen to #BJP, by @piratedsardar | #DelhiPolls | http://t.co/JjYtOk6lwY"
1,"""@DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner""
 #AbkiBaarBediSarkaar"
1,Hoping this time Delhi will choose govt which will help them to move fwd #ModiPMBediCM #KiranBedi not a govt which will block road by dharna
1,"Delhi election: AAP likely to win 38-46 seats, BJP 19-25, says India Today-Cicero survey

#AAP #ArvindKejriwal #KiranBedi"
1,RT @DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
1,RT @DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
1,"After 60 yrs of slavery ""Divine"" has sent 2 Di's - ""Modi"" to recreate India &amp; now ""Bedi"" to recreate ""Delhi""..
@narendramodi #KiranBedi #BJP"
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
1,RT @newsxonline: #KiranBedi tweets: Women security &amp; inclusive growth are my two priorities for the upcoming Delhi polls. #DecisionDelhi #D?
1,"RT @DailyO_: Why #KiranBedi is possibly the best thing to ever happen to #BJP, by @piratedsardar | #DelhiPolls | http://t.co/JjYtOk6lwY"
1,"If it's only about Kiran Bedi vs Arvind Kejriwal, I think Bedi is a better administrator. #DelhiElections #KiranBedi #AbkiBaarBediSarkaar"
1,RT @DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
1,RT @DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
-1,"RT @mahenthren: #nota4mensrights Bahut hua bhrashtachar, abki bar NOTA. #DelhiElections #DelhiFightClub #KiranBedi use NOTA defeat politica?"
-1,RT @mahenthren: #nota4mensrights WE think democracy can change everything but we're fooled so use NOTA #DelhiElections #DelhiFightClub #Kir?
1,RT @DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
1,"RT @mahenthren: #nota4mensrights WOMEN: Love, and Responsible not Greed and Freek #DelhiElections #DelhiFightClub #KiranBedi use NOTA defea?"
1,RT @DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
1,"RT @DailyO_: Why #KiranBedi is possibly the best thing to ever happen to #BJP, by @piratedsardar | #DelhiPolls | http://t.co/JjYtOk6lwY"
-1,#DHCBA is acting like a divided house. First it was over pecuniary jurisdiction. Now its over opposing / supporting #KiranBedi. Unfortunate.
1,"RT @DailyO_: Why #KiranBedi is possibly the best thing to ever happen to #BJP, by @piratedsardar | #DelhiPolls | http://t.co/JjYtOk6lwY"
1,"RT @DailyO_: Why #KiranBedi is possibly the best thing to ever happen to #BJP, by @piratedsardar | #DelhiPolls | http://t.co/JjYtOk6lwY"
1,RT @DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
1,"RT @DailyO_: Why #KiranBedi is possibly the best thing to ever happen to #BJP, by @piratedsardar | #DelhiPolls | http://t.co/JjYtOk6lwY"
1,RT @DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
1,"RT @DailyO_: Why #KiranBedi is possibly the best thing to ever happen to #BJP, by @piratedsardar | #DelhiPolls | http://t.co/JjYtOk6lwY"
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
1,RT @DrGarekar: #KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
1,#KiranBedi deserves to be #ChiefMinister...she will prove to be outright winner
1,"Why #KiranBedi is possibly the best thing to ever happen to #BJP, by @piratedsardar | #DelhiPolls | http://t.co/JjYtOk6lwY"
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
1,"#Delhi #KiranBedi #Vote4BJP #Vote4KiranBedi #AAP #ArvindKejriwal #MissionDelhi #NarendraModi

4 out of 5 new... http://t.co/KwxxXrC8eo"
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,"@buzzindelhi #Kiranbedi has gag order,can't interview and is expected to be talking to center on behalf of people? #VOTE4AAP #ThisTimeAAP"
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,There is no limit of lies for AAP....#BJP #KiranBedi #Bjpdelhi http://t.co/oBviphvCHx
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,RT @DrGarekar: #Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
-1,#Kejriwal is manipulating #TVsurveys....#KiranBedi is destined to be #ChiefMinisterDelhi...
1,"I go with @BeingSalmanKhan
My vote for #BJP #KiranBedi OfCourse.
Complete #Bollywood with #Modi

#SalmanKhan #Delhi http://t.co/1k4lCok78s"
0,I support #Kejriwal nd #KiranBedi individually..but not sure abt their respective parties.Both can be a good CM
1,"Let's give chance to #Kejriwal as opposition party leader to know and learn democratic principles , so let's vote #KiranBedi as CM of Delhi"
1,If #KiranBedi gets elected she will get things done the strict and right way. That's what her profile says. That's the beauty of Bedi!!
1,"#DelhiPolls #mysurvey #ArvindKejriwal #KiranBedi #BJPvsAAP  
Here goes my opinion poll

#BJP- 35
#AAP -35

Hahahah epic survey"
1,Mera vote #kiranbedi ji ko b'coz I luv my DELHI nd Delhi ko koi bana sakta hai to vo hai fir #KiranBedi  ji bhagoda #Kejriwal ni...<f0><U+009F><U+0098><U+008B>
1,#amitshah - #kiranbedi believes in #transparency #cleanpolitics #nonviolence as #bjp . #delhielections #ibn7 #congress #aap #kejriwal #makan
1,RT @DrGarekar: #KiranBedi has nothing to lost..it will citizens of #Delhi who will never know what has hit them...if they dont bring her to?
1,Meet the Delhi State mother! Love #Delhi Have Come Here as a Mother: #KiranBedi to Voters http://t.co/NJsAqW5A1y #fekuSister
1,RT @QasimRazaQadri: @singiskingmamu very nice say.. Bro #AAPVision4Delhi #AAPwithBJP #KiranBedi #KiranBedi4DelhiCM http://t.co/OMaOILZggy
-1,"RT @mahenthren: #nota4mensrights Bahut hua bhrashtachar, abki bar NOTA. #DelhiElections #DelhiFightClub #KiranBedi use NOTA defeat politica?"
-1,RT @mahenthren: #nota4mensrights Where are the rights of mothers and sisters? #DelhiElections #DelhiFightClub Use NOTA defeat  political pa?
1,In 2015 i am reading at various places how #kiranbedi defied orders of superiors. Isnt it good? I mean thats what u see in an IPS.
1,@abhish_says But I want to say if bjp win in #DelhiElections who will b Cm Modi or #kiranbedi ?
-1,#KiranBedi ANARCHISTS CASTEISTS SEPARATISTS PRO-PAKISTANIS ASKING FOR VOTE.. http://t.co/NZPCMdRkho
1,"RT @gops333: #KiranBedi equals #NarendraModi in telling lies&amp; fakes.
So1st woman IPS &amp; towing a PM car.
All are humbugs and she fits in #BJ?"
1,RT @DrGarekar: #KiranBedi has nothing to lost..it will citizens of #Delhi who will never know what has hit them...if they dont bring her to?
1,"RT @nnisnews: #KiranBedi : Today I want to thank every #Delhi citizen, and volunteers &amp; workers. Now we will work to return that love."
-1,"For probably the first time, voting wouldn't mean choosing a less disliked candidate among various sad choices. #Kejriwal #KiranBedi"
-1,Why should I support #KiranBedi? What is the difference between corruption and nutritioning Corporates :-/ #AbkiBaarBediSarkaar #ThisTimeAAP
-1,#AbkiBaarBhediSarkaar ... bach ke rahna re baba ;-)  #KiranBedi #AbkiBaarBediSarkaar #AAPKiDilli #AAP
-1,"#Modi shud call Army frm across India coz dat is d only force left to support #KiranBedi.
#ThisTimeAAP #JawabdoAVAM"
1,"RT @Atulsingh2407: Vote for #UmeedKiKiran
vote for @thekiranbedi
vote for @BJP4India
#VoteForBjp
#ModiPMBediCM
#kiranbedi4delhicm
#KiranBed?"
-1,The best of us collapse under stress #KiranBedi gets misty eyed!
1,"Vote for BJP &amp; #kiranbedi !!
Vote for Development, Not Assumptions, Not Protests, Not Inexperience !!! 
#AbkiBaarBediSarkaar"
1,"Vote Support &amp; Elect !! #kiranbedi @bjp4delhi 
#AbkiBaarBediSarkaar"
1,"#KiranBedi :Today my past comes to meet me, my good work in past is seen in how people treat me with love and respect http://t.co/AJsyA2VVog"
1,"@AkankshaJain11 @the_hindu #KiranBedi is indubitably an exceptional choice 4 Delhi CM. But, in political milieu, oration matters too."
-1,Reporters ask specific questions &amp; #KiranBedi answers with totally irrelevant details. Totally filmy.
-1,"Govt governs. Family &amp; friends ""give love &amp; happiness"". #KiranBedi needs to be schooled in wht govts are supposed to do. Ref: ydays speech"
1,"RT @unheard_in: @ANI_news 50% voters r females will prefer #KiranBedi 
#AbkiBaarBediSarkaar"
1,"RT @unheard_in: @ANI_news 50% voters r females will prefer #KiranBedi 
#AbkiBaarBediSarkaar"
1,#KiranBedi would b a germane choice of CM for Delhi. @BJP4India is crossing its fingers but same is the case of AAP. #AbkiBaarBediSarkaar
1,"RT @unheard_in: @ANI_news 50% voters r females will prefer #KiranBedi 
#AbkiBaarBediSarkaar"
1,"@ANI_news 50% voters r females will prefer #KiranBedi 
#AbkiBaarBediSarkaar"
1,visit http://t.co/4viSEUevVx for more #cartoons #DelhiElections #DelhiFightClub #AAP #KiranBedi @aroonpurie http://t.co/5Hu0i8Cw53
1,RT @rajutiwary85: #KiranBedi's Solutions for Delhi 5s #ModiPMBediCM http://t.co/D2uKzmcjkZ
-1,"@ani_news even #kiranbedi apni seat nai bacha paiyegi,#bhagode ko bhi majority nai milne wala hai, @ndt @aajtak @ibnlive @zeenews @abpnewstv"
1,"#KiranBedi : Today I want to thank every #Delhi citizen, and volunteers &amp; workers. Now we will work to return that love."
-1,@IndianExpress He is being confused by the FANS in front of him #ThisTimeAAP #AAP #BJP #KiranBedi #ArvindKejriwal http://t.co/rg4qSGKCpc
1,RT @rajutiwary85: #KiranBedi's Solutions for Delhi 5s #ModiPMBediCM http://t.co/D2uKzmcjkZ
1,#KiranBedi's Solutions for Delhi 5s #ModiPMBediCM http://t.co/D2uKzmcjkZ
1,"Beautiful. Be the change you want to see. 
A woman I have admired all my life #kiranbedi http://t.co/MqdY6Z65Gf"
1,@fearless_India @AamAadmiParty kamal h bedi ji k liye itne suvichar. #KiranBedi
-1,#BJP ke #Modi aur #KiranBedi ji itna ghabra gaye #Media par rok laga di gayi?Ye Vikas karenge jo #Delhi ki HAR se dar gaye? #ThisTimeAAP
1,"RT @amishra77: As #KiranBedi said today, Modi is an inspiration who has transformed Indian politics. Delhi too awaits this magic. http://t.?"
-1,"@SreenivasanJain also, in #KiranBedi interview it was evident from your funny facial expression that you are rattled by BJP and RSS."
1,@sagarikaghose @AamAadmiParty nice analysis! However don't you think BJP scores on development agenda and clean image of #KiranBedi ?
1,"RT @outburstindia: If #AmitShah can supersede many BJP stalwarts to be President of BJP, #KiranBedi can supersede all BJP Delhi leaders. 
N?"
-1,"RT @Quantum_Aghori: This is so funny. MUST WATCH AND THANK ME LATER :) #KiranBedi 
Kiran Bedi Logic Compilation: GOD SAVE DELHI
 http://t.c?"
-1,"RT @Quantum_Aghori: This is so funny. MUST WATCH AND THANK ME LATER :) #KiranBedi 
Kiran Bedi Logic Compilation: GOD SAVE DELHI
 http://t.c?"
-1,@IndiaToday waste of money and time..out of action AAP has only word of mouth.#KiranBedi #suppor BJP
-1,"@ShashiTharoor @sdpillai @psychiatrycal @kerala2015 
Karna kya hai.
Ek nayi toti fasani hai.
Kuch din baad uska kam tamam.repeat
#KiranBedi"
-1,RT @mahenthren: #nota4mensrights Meri maan our bahen bhi hai aurat? Unko bhi hai kanoon ki jaroorat? #DelhiElections #DelhiFightClub #Kiran?
-1,RT @mahenthren: #nota4mensrights Women misuse Domestic Violence Act when Men suffer from Domestic Violence? #DelhiElections #DelhiFightClub?
-1,"RT @mahenthren: #nota4mensrights 498a is Legal Terror 
DV is Economic Terror #DelhiElections #DelhiFightClub #KiranBedi use NOTA in Delhi e?"
-1,RT @mahenthren: #nota4mensrights Stop  abuse?In the name of?Women empowerment? #DelhiElections #DelhiFightClub #KiranBedi use NOTA fade all?
-1,RT @mahenthren: #nota4mensrights Hi Bro !  BEWARE OF 498a And Domestic Violence #DelhiElections #DelhiFightClub Use NOTA save Indian men #K?
-1,RT @mahenthren: #nota4mensrights Matrimonial laws give wife lot of gain?As usual husband gets only pain? #DelhiElections #DelhiFightClub #K?
-1,"RT @mahenthren: #nota4mensrights NAYAYE KI HAI YEHI DEMAND
PATI PATNI KE LIYE LAWS HO EAK SAMAN #DelhiElections #DelhiFightClub #KiranBedi ?"
-1,"RT @mahenthren: #nota4mensrights Break the silence, On biased Law and misuse of Law. #DelhiElections #DelhiFightClub #KiranBedi #AAPwithBJP?"
-1,RT @mahenthren: #nota4mensrights Husbands are withering in pain?Wives are walking away with gain? #DelhiElections #DelhiFightClub #KiranBed?
-1,RT @mahenthren: #nota4mensrights Ladies: Take responsibility for ending ?Legal Terriorism? ?Economic Violence? #DelhiElections #DelhiFightC?
-1,"RT @mahenthren: #nota4mensrights Feminst: Being sensitive is not enough, Be Sensible #DelhiElections #DelhiFightClub #KiranBedi use NOTA in?"
-1,RT @mahenthren: #nota4mensrights Where are the rights of mothers and sisters? #DelhiElections #DelhiFightClub Use NOTA defeat  political pa?
1,"RT @TchManoj: Suprabhat mitro
Let's start another day 4 maa bharati. Help regain her lost glory
Dilli darbar me Bedi ki jaykar.
#DelhiWithM?"
-1,"@danepatel @ShashiTharoor @rajkotmla @HinduDefense @devyanidilli 
Tharoor ne economics &amp; maths nahi Kamasutra ki padhai ki hai.
#KiranBedi"
1,"Suprabhat mitro
Let's start another day 4 maa bharati. Help regain her lost glory
Dilli darbar me Bedi ki jaykar.
#DelhiWithModi #KiranBedi"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"AamAadmiParty #BJP has nothing except so called #Modi wave &amp; by now,has become a ripple. #ModicorruptionBediDeception #VOTE4AAP #KiranBedi"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
1,"RT @G_grins: @narendramodi_1 @sundarsoumya 100% support for Ma'am #KiranBedi.. 
 Cheers <f0><U+009F><U+0091><U+008D><U+270C>"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"AamAadmiParty #BJP has nothing except so called #Modi wave &amp; by now,has become a ripple. #ModicorruptionBediDeception #VOTE4AAP #KiranBedi"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
1,"@narendramodi_1 @sundarsoumya 100% support for Ma'am #KiranBedi.. 
 Cheers <f0><U+009F><U+0091><U+008D><U+270C>"
-1,"AamAadmiParty #BJP has nothing except so called #Modi wave &amp; by now,has become a ripple. #ModicorruptionBediDeception #VOTE4AAP #KiranBedi"
-1,"@AamAadmiParty #BJP has nothing except so called #Modi wave &amp; by now,has become a ripple. #ModicorruptionBediDeception #VOTE4AAP #KiranBedi"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"Dharna, dance, lips locking AIB shows - that's way where AAP excels. If you care about growth, education and safety - Vote for #KiranBedi"
1,"Three out of four opinion polls show BJP ahead of AAP 
http://t.co/KxMroUgVNv #BJP4Delhi #KiranBedi #kiranbedi4delhicm #BJP"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @ravindra_shukla: Person once loses his character, he is worse than traitors. that's reason AAP taking support of anti-India forces. #Ki?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"@narendramodi_NM It's not about Years of Experience rather it's about effort with right intention.
#KiranBedi _in_wrong_Party.
Shameless"
-1,"I feel pity 4 #KiranBedi 4 #BJP has imposed GAG Order on her. If this occurs before elections, what will happen in case she becomes the CM."
-1,RT @Deepak_k_selvam: Amit Shaw is hitting masterstroke after masterstroke. Earlier #Kiranbedi now blocking NDTV. You are a failure in Delhi?
-1,RT @Deepak_k_selvam: Amit Shaw is hitting masterstroke after masterstroke. Earlier #Kiranbedi now blocking NDTV. You are a failure in Delhi?
-1,"@TimesNow Well said by #KiranBedi...AAP is nxali &amp; misleading party funded by ISIS,ISI underworld..lead by an Anarchist
#AbkiBaarBediSarkaar"
-1,"After 60 yrs of slavery ""Di"" = ""Divine"" has sent 2 Di's - ""Modi"" to recreate India &amp; now ""Bedi"" to recreate ""Delhi""
@narendramodi #KiranBedi"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,@DelhiElections i believe in past one year media have lost thier credibility #AajTak #AAP #KiranBedi
-1,RT @Deepak_k_selvam: Amit Shaw is hitting masterstroke after masterstroke. Earlier #Kiranbedi now blocking NDTV. You are a failure in Delhi?
-1,@TimesNow I was not in favor of Delhi BJP but #AAP is exposing itslf each n everyday by targeting an honest lady #KiranBedi .
-1,"Person once loses his character, he is worse than traitors. that's reason AAP taking support of anti-India forces. #KiranBedi"
-1,RT @Deepak_k_selvam: Amit Shaw is hitting masterstroke after masterstroke. Earlier #Kiranbedi now blocking NDTV. You are a failure in Delhi?
-1,RT @Deepak_k_selvam: Amit Shaw is hitting masterstroke after masterstroke. Earlier #Kiranbedi now blocking NDTV. You are a failure in Delhi?
-1,I was not in favor of Delhi BJP but #AAP is exposing itslf each n everyday by targeting an honest lady #KiranBedi .
-1,RT @Deepak_k_selvam: Amit Shaw is hitting masterstroke after masterstroke. Earlier #Kiranbedi now blocking NDTV. You are a failure in Delhi?
-1,RT @Deepak_k_selvam: Amit Shaw is hitting masterstroke after masterstroke. Earlier #Kiranbedi now blocking NDTV. You are a failure in Delhi?
-1,"AAP indulging into violence all over Delhi - after all Paki, Dubai and Bangladesh  ke supporter aur kya karate hai? #KiranBedi"
-1,RT @Deepak_k_selvam: Amit Shaw is hitting masterstroke after masterstroke. Earlier #Kiranbedi now blocking NDTV. You are a failure in Delhi?
-1,"RT @jhashyam: No match of #Kejriwal in Dramatics, Antics, freetricks, Fraudtricks and so many tricks. Beware of this <U+0930><U+0902><U+0917><U+093E> <U+0938><U+093F><U+092F><U+093E><U+0930><U+0964> #ModiPMBed?"
-1,"Amit Shaw is hitting masterstroke after masterstroke. Earlier #Kiranbedi now blocking NDTV. You are a failure in Delhi Mr.Shaw.
#NDTVblocked"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @jhashyam: No match of #Kejriwal in Dramatics, Antics, freetricks, Fraudtricks and so many tricks. Beware of this <U+0930><U+0902><U+0917><U+093E> <U+0938><U+093F><U+092F><U+093E><U+0930><U+0964> #ModiPMBed?"
1,"Once existed a woman police officer, with such fierce &amp; courage #textbook #KiranBedi"
-1,"@malvikakapoor8 #KiranBedi is addicted to power, resigned after promotion was denied. She has no ideology,hunger for power drives her."
-1,RT @seemagoswami: The same #KiranBedi who asked us not to obsess over 'small rapes' is approaching the police for a nonexistent 'sexist' re?
-1,"Jab kiran bedi gundon ko pakad rahi thi, tab kejriwal apni maa ki pehnayee  gayee chadi pe susu kartha tha.... #Kejriwal  #KiranBedi"
-1,"No match of #Kejriwal in Dramatics, Antics, freetricks, Fraudtricks and so many tricks. Beware of this <U+0930><U+0902><U+0917><U+093E> <U+0938><U+093F><U+092F><U+093E><U+0930><U+0964> #ModiPMBediCM #KiranBedi"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,#BJP's #DelhiPoll2015 strategy was working well until party announced the name of #KiranBedi as their CM candidate #Delhi #news
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @SJVatsal: Today's Caption by #kejriuturns- ""No JET LAG in BUSSINESS CLASS""#DelhiWithModi #KiranBedi #DelhiElection #Delhi #BJP #Modi #N?"
-1,Too bad the #AIBRoast was taken off but we still have #KiranBedi's interviews and speeches to laugh off too #hilarious #DelhiElections
-1,"How #IndianMedia fools:
#Delhi : 30% #Bhagoda &amp; 11% Anarchist=41% &amp; 35% want #KiranBedi=76% Total, then how come 44% want #ArvindKejriwal?"
-1,Kuch bhi Ho Shajia Aur #KiranBedi nautanki learning from BJP shayd kabhi @AamAadmiParty ke Chatrachaya me palti ti  #AbkiBaarBediSarkaar
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,#KiranBedi is a Don! <f0><U+009F><U+0091><U+008D> #DelhiElections
-1,"RT @SJVatsal: Toon:""Kis ke Khilaf hai e sab??"" #DelhiWithModi #KiranBedi #DelhiElection #Delhi #BJP #Modi #NaMo #ModiPMBediCM http://t.co/f?"
-1,#KiranBedi all set to launch #ComedyNightswithKiran on #10thFeb to counter #AIBKnockout
-1,#DelhiElections In its true sense is actually a case of Economic Polarity. Mass differing from Class #ArvindKejriwal #KiranBedi #BJPvsAAP
1,#nota4mensrights The Ballot and NOTA is stronger than the Bullet #DelhiElections #DelhiFightClub #KiranBedi no majority in Delhi
-1,"#Delhi #Bjp #aap #kiranbedi #arvindkejriwal #narendramodi
The fight in delhi is not to make an Aam Aadmi as Chief... http://t.co/W7XDepgtbp"
-1,Its sad to see tht the people who r trending #KiranBedi hve a religious agenda attached to it. They're source of energy:Hatred #ThisTimeAAP
-1,"Justice. But these types of ""Bashans"" doesn't really suit your chair! @ArvindKejriwal #AAP #BJP #KiranBedi (2/2)."
-1,India got next #BiggBoss contestant #KiranBedi she can fight and cry anywhere even better than #Dimpy
-1,RT @ashimasingh99: New version of Champak Comic book for kids just been launched.Full of entertainment &amp; jokes. #Youth4Kiran #KiranBedi htt?
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,"RT @brat_mj: Nuff said about #DelhiElections If Dilliwalas elect #AAP inspite of havin #KiranBedi as an option, then dey totally deserve an?"
-1,"RT @mahenthren: #nota4mensrights Bahut hua bhrashtachar, abki bar NOTA. #DelhiElections #DelhiFightClub #KiranBedi use NOTA defeat politica?"
-1,"RT @DrunkVinodMehta: #KiranBedi claims she is Delivering. Ordered Pizza 40 minutes bk, still Not delivered. Whom to blame? 
#DelhiDebate #B?"
-1,"#nota4mensrights Bahut hua bhrashtachar, abki bar NOTA. #DelhiElections #DelhiFightClub #KiranBedi use NOTA defeat political parties"
-1,"Nuff said about #DelhiElections If Dilliwalas elect #AAP inspite of havin #KiranBedi as an option, then dey totally deserve anarchy. Period."
-1,"RT @Chemburstudio: Last resort for #Modi #amitshah #KiranBedi #BJP tampering EVM?Muscle,Money,Might not working to defeat #AAP ?save democr?"
-1,I wonder y #KiranBedi cried.. The real reason would remain mysery.
-1,"If #AmitShah can supersede many BJP stalwarts to be President of BJP, #KiranBedi can supersede all BJP Delhi leaders. 
Now face defeat."
